iter	Logloss
262	0.1662222446
263	0.1661589597
264	0.1660361518
265	0.1658588611
266	0.1657379703
267	0.1655677753
268	0.1654563807
269	0.1652633514
270	0.1651591749
271	0.1650305922
272	0.1648558364
273	0.1647669264
274	0.1645837972
275	0.164446237
276	0.1643221165
277	0.1641794913
278	0.164100053
279	0.1639289078
280	0.163796933
281	0.1636858468
282	0.1636139656
283	0.1635302277
284	0.163429949
285	0.1633049315
286	0.1632203583
287	0.1630390302
288	0.1629171055
289	0.1628122417
290	0.1626650489
291	0.1625236864
292	0.1624355864
293	0.1622898017
294	0.1621679154
295	0.1620599334
296	0.16190434
297	0.1617559885
298	0.1616589941
299	0.1615143441
300	0.1614173585
301	0.1612652331
302	0.1611645912
303	0.1610353379
304	0.1609616247
305	0.1608637696
306	0.1607916477
307	0.1607050532
308	0.1605909806
309	0.1603939587
310	0.1603018075
311	0.1601852061
312	0.1600916269
313	0.160010125
314	0.1599254174
315	0.1598434025
316	0.1597154118
317	0.1596090937
318	0.15943971
319	0.1593229201
320	0.159175897
321	0.1591112039
322	0.1589750887
323	0.158900877
324	0.1587590803
325	0.158663488
326	0.1585408065
327	0.1584740685
328	0.1584125647
329	0.158302672
330	0.1581858101
331	0.1581215236
332	0.1580517461
333	0.1579358652
334	0.1579070341
335	0.1578299261
336	0.1577304621
337	0.1576303177
338	0.1575318145
339	0.157421702
340	0.1573625186
341	0.1572921677
342	0.1571972384
343	0.1571225847
344	0.157038658
345	0.1568924011
346	0.1567929025
347	0.1566904267
348	0.1566042891
349	0.1565028894
350	0.1563528613
351	0.1562528744
352	0.1561534429
353	0.1560496864
354	0.1559095897
355	0.1558137655
356	0.1556896517
357	0.1555393827
358	0.1554772943
359	0.1554074679
360	0.1553350081
361	0.1552537847
362	0.1551643498
363	0.1550376681
364	0.154936611
365	0.1548544603
366	0.1547568879
367	0.1546271289
368	0.1545406192
369	0.154500286
370	0.154421619
371	0.1543358487
372	0.154237939
373	0.1541318459
374	0.1540395247
375	0.1539631057
376	0.1538400143
377	0.1537577788
378	0.1536527806
379	0.1535492124
380	0.1534499942
381	0.1533907108
382	0.1532555114
383	0.153125112
384	0.1530371131
385	0.1529920208
386	0.1529242825
387	0.1528472042
388	0.1527754085
389	0.1526937148
390	0.1526162877
391	0.1525200969
392	0.1524287905
393	0.1523083159
394	0.1522269996
395	0.1521704505
396	0.1520709562
397	0.1520351677
398	0.1519662093
399	0.1518694404
400	0.1517908137
401	0.1516270179
402	0.1515406673
403	0.1515021864
404	0.1513684482
405	0.1513184253
406	0.1511820876
407	0.1510864992
408	0.1509780743
409	0.150915237
410	0.1508348061
411	0.1506952355
412	0.1506197816
413	0.1505794401
414	0.1505139457
415	0.1504336959
416	0.150358573
417	0.1502851816
418	0.1501728469
419	0.1500934517
420	0.1499922217
421	0.1498727493
422	0.1498254266
423	0.1497625083
424	0.1496433389
425	0.1495812787
426	0.1495155821
427	0.1494365252
428	0.1493513771
429	0.1492967516
430	0.1492429571
431	0.1491597076
432	0.1490849423
433	0.148994952
434	0.1489402123
435	0.1488694519
436	0.1488111293
437	0.1487224893
438	0.14858498
439	0.1484472527
440	0.1484060078
441	0.1483537388
442	0.1482568075
443	0.1481454346
444	0.1480543491
445	0.148010364
446	0.1479041076
447	0.14783227
448	0.1477767524
449	0.1477317216
450	0.1476618119
451	0.1476148135
452	0.1475302914
453	0.1474948533
454	0.1474536456
455	0.1473754534
456	0.1472878617
457	0.1471940988
458	0.1471317314
459	0.14705518
460	0.1469272007
461	0.1468431969
462	0.1467679315
463	0.1466938481
464	0.146640567
465	0.1465417804
466	0.1464505974
467	0.1463664977
468	0.1462579144
469	0.146184126
470	0.1461132103
471	0.1460415306
472	0.145933047
473	0.1458767175
474	0.1457316696
475	0.1457055565
476	0.1456257473
477	0.1455712612
478	0.1455212684
479	0.1454673574
480	0.1453912787
481	0.145291471
482	0.1451724836
483	0.1450822031
484	0.1450365884
485	0.1449695596
486	0.1448519662
487	0.1448026795
488	0.1447361212
489	0.1446776931
490	0.1445959071
491	0.1445330207
492	0.1444814013
493	0.1444123351
494	0.1443300313
495	0.1442802164
496	0.1442149116
497	0.1441237077
498	0.1440891445
499	0.1440584246
500	0.1440052674
501	0.1439544741
502	0.1438752009
503	0.1437450776
504	0.1436842824
505	0.1436264608
506	0.1435258595
507	0.1434731211
508	0.1433981834
509	0.1433004386
510	0.1432585146
511	0.1432009938
512	0.1431323225
513	0.1430542109
514	0.14302707
515	0.1429696584
516	0.1429334309
517	0.1428926944
518	0.1428266973
519	0.1427499718
520	0.1426734557
521	0.1425981403
522	0.1425336913
523	0.1424514519
524	0.1423873776
525	0.1423103575
526	0.1421982426
527	0.142094982
528	0.1420212601
529	0.1419310608
530	0.1418848201
531	0.141793835
532	0.1416537097
533	0.141614276
534	0.1415549445
535	0.1414723154
536	0.1414080744
537	0.1413507848
538	0.1412954703
539	0.1412369675
540	0.141156322
541	0.1410442191
542	0.140959916
543	0.1408873865
544	0.1408548325
545	0.1407366352
546	0.1406232196
547	0.140526706
548	0.1404553738
549	0.1403668441
550	0.1402830528
551	0.1402130449
552	0.1401600215
553	0.1401064535
554	0.1400710215
555	0.1400039982
556	0.139959441
557	0.1398747159
558	0.1398188531
559	0.1397008744
560	0.1396563098
561	0.1395792992
562	0.1394791959
563	0.1394262455
564	0.1393148828
565	0.1392798852
566	0.1392107235
567	0.139128542
568	0.1390718291
569	0.1390215514
570	0.1389252014
571	0.1388090766
572	0.1387196774
573	0.1386611533
574	0.1386429594
575	0.1385730623
576	0.1385008832
577	0.1384274702
578	0.1383584432
579	0.1382393195
580	0.138151516
581	0.1380683389
582	0.1380100387
583	0.1379494617
584	0.1378990536
585	0.1378493656
586	0.1377998236
587	0.1377576006
588	0.1376600287
589	0.1375124304
590	0.137435047
591	0.1374001232
592	0.1372931156
593	0.1371715231
594	0.1371098879
595	0.1370275112
596	0.1369405713
597	0.1368895621
598	0.1367784049
599	0.1366269563
600	0.1365473239
601	0.136469997
602	0.1364346389
603	0.1363539704
604	0.1362725664
605	0.1361893091
606	0.1360799879
607	0.136017825
608	0.1359716341
609	0.1359323523
610	0.1358692538
611	0.1357729525
612	0.135745951
613	0.1356887484
614	0.135648564
615	0.135581423
616	0.135511738
617	0.1354332689
618	0.1353868199
619	0.1353098253
620	0.1352257017
621	0.1351592495
622	0.1351082742
623	0.1350561845
624	0.1350023272
625	0.1349260017
626	0.134855539
627	0.1348030743
628	0.134762571
629	0.1346864864
630	0.1345976698
631	0.1345250512
632	0.1344161422
633	0.1343248032
634	0.1342540044
635	0.1342119861
636	0.1341335662
637	0.1340614163
638	0.1339706974
639	0.1339316509
640	0.1338763407
641	0.1338063693
642	0.1337456362
643	0.1336620953
644	0.1336146676
645	0.1335426168
646	0.1334669174
647	0.1334076141
648	0.1333575039
649	0.1332884195
650	0.133277595
651	0.1332222992
652	0.1331441829
653	0.1330549543
654	0.1329321539
655	0.1328612985
656	0.1327774016
657	0.1327577219
658	0.1327060828
659	0.1326544573
660	0.1325742056
661	0.1325006744
662	0.1324025313
663	0.1323211567
664	0.1322444334
665	0.1321905112
666	0.1321450276
667	0.1320282759
668	0.1319823673
669	0.1319492426
670	0.1319265321
671	0.1318688794
672	0.1318077179
673	0.1317464308
674	0.1316176958
675	0.1315464157
676	0.1315020479
677	0.1314601609
678	0.131416848
679	0.1313301089
680	0.1312544065
681	0.1312098988
682	0.1311705987
683	0.1311375994
684	0.1310902726
685	0.1310263326
686	0.1309930173
687	0.1309527176
688	0.1308687999
689	0.1307950504
690	0.1307169776
691	0.1306034822
692	0.1305053449
693	0.1304611505
694	0.1303576488
695	0.1303085882
696	0.1302184888
697	0.1301372875
698	0.1300973755
699	0.1300351937
700	0.1299730254
701	0.1299484444
702	0.129857206
703	0.1298001303
704	0.1297515506
705	0.1296738042
706	0.129603445
707	0.1295153477
708	0.1294769407
709	0.1294182425
710	0.1293780037
711	0.1293623126
712	0.1293126124
713	0.129257612
714	0.1292306347
715	0.1291790424
716	0.1291342331
717	0.1290772848
718	0.1290659314
719	0.1289910304
720	0.1289266195
721	0.1288623811
722	0.1288118665
723	0.1287372199
724	0.1286467401
725	0.1285645032
726	0.1284900131
727	0.1284389721
728	0.1283934942
729	0.1283471178
730	0.1282904654
731	0.1282493618
732	0.1281447472
733	0.1280804676
734	0.1280399739
735	0.1280152501
736	0.1279133786
737	0.127840947
738	0.1277955308
739	0.1277667956
740	0.1277018491
741	0.127616415
742	0.127544661
743	0.1274870219
744	0.1273884744
745	0.1272958234
746	0.1272500748
747	0.1271626446
748	0.1270827692
749	0.1270605372
750	0.1270200591
751	0.1269672716
752	0.1269213971
753	0.126848977
754	0.1268164231
755	0.126725154
756	0.1267037955
757	0.1266588725
758	0.1265941878
759	0.1265287613
760	0.1264643133
761	0.1264100802
762	0.1263795812
763	0.126286332
764	0.1262037459
765	0.1261289144
766	0.126058804
767	0.1259836348
768	0.1259586035
769	0.1258982748
770	0.1258299407
771	0.1257784922
772	0.1257076882
773	0.1256450567
774	0.1255538871
775	0.1255016399
776	0.1254201309
777	0.1253856558
778	0.1252997261
779	0.1252284616
780	0.1251648147
781	0.1251363499
782	0.1250404347
783	0.1250101394
784	0.124952745
785	0.1248976093
786	0.1248632803
787	0.1247936765
788	0.1247622807
789	0.1246600048
790	0.1245935887
791	0.1245429564
792	0.1244803988
793	0.124411574
794	0.1243377386
795	0.1243109436
796	0.1242715948
797	0.1241941943
798	0.124143809
799	0.1240830097
800	0.1240207485
801	0.1239645822
802	0.123933691
803	0.1238725146
804	0.1238278237
805	0.1237769113
806	0.123734032
807	0.1236578224
808	0.1236216712
809	0.123578392
810	0.1235170265
811	0.1233874048
812	0.1233482227
813	0.1232847325
814	0.1232425712
815	0.1231866137
816	0.1230892398
817	0.1230139446
818	0.1229607094
819	0.1228839374
820	0.1227965073
821	0.1227316517
822	0.1226695736
823	0.122602207
824	0.1225341014
825	0.1224833567
826	0.1223798222
827	0.1223417156
828	0.1222819452
829	0.1222059527
830	0.122164688
831	0.1221247428
832	0.1220756287
833	0.1220176425
834	0.121990717
835	0.1219107285
836	0.1218309688
837	0.1217530258
838	0.1216728078
839	0.1216093268
840	0.1215773808
841	0.121530656
842	0.121486944
843	0.1214211502
844	0.1213566219
845	0.1213010959
846	0.1212337714
847	0.1211835725
848	0.1211487084
849	0.1210865454
850	0.1210132911
851	0.1209537275
852	0.1208230824
853	0.1207813279
854	0.1207392453
855	0.1206689204
856	0.1206172828
857	0.1205913174
858	0.1205105325
859	0.1204531836
860	0.1203834667
861	0.1203571917
862	0.1202934627
863	0.1202659462
864	0.1201968455
865	0.1201354514
866	0.1200748234
867	0.1200533871
868	0.1199664418
869	0.1199197436
870	0.1198497299
871	0.1197789998
872	0.1197245921
873	0.1196517331
874	0.1196041765
875	0.119550402
876	0.119468214
877	0.1194121524
878	0.1193803896
879	0.1193378628
880	0.1192915829
881	0.1191939563
882	0.1190979596
883	0.1189942953
884	0.1189071974
885	0.1188119212
886	0.118725603
887	0.1186625692
888	0.1186032385
889	0.1185714531
890	0.1185287509
891	0.1184840152
892	0.1184243875
893	0.118370372
894	0.1183124928
895	0.1182124845
896	0.1181592446
897	0.1181037484
898	0.118022975
899	0.1179740429
900	0.117920899
901	0.1178677114
902	0.1178217923
903	0.1177820171
904	0.1177125087
905	0.1176160127
906	0.1175708807
907	0.1175325057
908	0.1174627876
909	0.1174322506
910	0.1173711843
911	0.1173169375
912	0.1172535077
913	0.1171535176
914	0.1171123804
915	0.1170460007
916	0.1170192584
917	0.1169360844
918	0.1168704451
919	0.116815453
920	0.1167706919
921	0.1167054567
922	0.1166310833
923	0.1165874238
924	0.1165379968
925	0.1164836899
926	0.1164548241
927	0.1164271437
928	0.1163594625
929	0.1163095221
930	0.1162687992
931	0.1162126136
932	0.1161705328
933	0.1160827406
934	0.1160490758
935	0.11602405
936	0.1159861101
937	0.1159430115
938	0.1159125364
939	0.1158569015
940	0.1158189364
941	0.1157570255
942	0.1157310626
943	0.1156831742
944	0.1156211308
945	0.1155806373
946	0.1155370238
947	0.1154342607
948	0.1153858601
949	0.1153341908
950	0.1152752441
951	0.1151763814
952	0.1151416216
953	0.1150805912
954	0.1150467393
955	0.1149919871
956	0.114963497
957	0.1148819693
958	0.1148214595
959	0.1147837883
960	0.1147678836
961	0.1147019557
962	0.1146054405
963	0.114560339
964	0.1145232262
965	0.114481504
966	0.1143848826
967	0.1142931566
968	0.1142280755
969	0.1141842611
970	0.114115146
971	0.1140499961
972	0.1139892727
973	0.1139085274
974	0.1138639011
975	0.113819084
976	0.1137594927
977	0.1137312564
978	0.1136923083
979	0.1136014611
980	0.1135313838
981	0.1134846207
982	0.1134426046
983	0.113386561
984	0.1132962204
985	0.1132725364
986	0.1132241079
987	0.1131813153
988	0.1131289721
989	0.113091208
990	0.1130593543
991	0.1130027943
992	0.112981915
993	0.1129037621
994	0.1128372559
995	0.1127788321
996	0.1127619952
997	0.1126975807
998	0.1126083273
999	0.1125401588
