,art_id,to_pick,weight,volume,tour_id,box_position_on_cart,box_type,order_time_sec,num_cluster
0,465337,1,0.28,840.84,209946,11,1,4.024952,1
1,321159,1,0.28,840.84,209946,11,1,1.637162,1
2,458842,1,0.033,2215.2,209946,11,1,8.770161,1
3,594383,1,0.308,1017.9,209946,11,1,3.8728990000000003,1
4,476219,2,0.035,1754.5,209946,11,1,4.2472080000000005,1
5,458830,1,0.03,10089.0,209946,11,1,1.260305,1
6,491390,1,0.033,1674.75,209946,11,1,3.439025,1
7,637071,1,0.7609999999999999,5280.48,209946,11,1,1.911297,1
8,431700,1,0.091,631.13,209946,11,1,1.313066,1
9,654493,16,0.055,530.05,209705,10,1,23.538097,1
10,623986,6,0.045,284.46,209705,10,1,15.394273,1
11,623986,26,0.045,284.46,209705,10,1,63.52538800000001,3
12,635906,10,0.129,457.22,209705,10,1,26.674380000000003,1
13,94209,10,0.019,324.9,209705,10,1,43.773421000000006,1
14,848000,1,0.46,1470.0,209873,4,1,20.421825000000002,1
15,645296,1,1.3840000000000001,10992.96,209873,4,1,14.329500000000001,1
16,356162,1,0.06,419.9,209873,4,1,3.181449,1
17,645296,1,1.3840000000000001,10992.96,209873,4,1,7.333747000000001,1
18,467940,1,0.428,441.0,209873,4,1,14.136023000000002,1
19,356058,1,0.06,419.9,209873,4,1,4.562953,1
20,107184,1,0.037000000000000005,334.03,209873,4,1,4.886292,1
21,469270,1,0.5,892.5,209873,4,1,4.654085,1
22,599063,1,0.136,176.0,209873,11,1,6.179145,1
23,506830,1,0.415,1148.66,209873,11,1,3.43635,1
24,988650,1,1.445,12345.43,209873,11,1,4.265478,1
25,468694,1,0.56,1088.47,209873,11,1,3.5370510000000004,1
26,523704,1,0.898,6069.36,209873,11,1,10.694321,1
27,432202,1,0.271,496.51,209873,11,1,3.975258,1
28,357616,1,0.887,2736.09,209873,11,1,6.517275000000001,1
29,103642,2,0.557,1148.16,210317,1,2,13.191869,1
30,435181,5,0.98,2873.56,210317,3,2,38.670486000000004,1
31,577549,4,0.5589999999999999,1093.37,210317,2,2,42.663700000000006,1
32,317383,14,0.43,889.2,210317,2,2,20.201382000000002,1
33,424929,12,0.48,3657.6,210317,3,2,21.07668,1
34,602673,2,0.79,1711.08,210317,3,2,26.973830000000003,1
35,820725,12,0.5589999999999999,1093.37,210317,1,2,109.14099200000001,1
36,196068,10,0.85,1880.19,210317,2,2,42.9346,1
37,235542,16,0.578,699.84,210317,1,2,50.579797000000006,1
38,602673,4,0.79,1711.08,210317,3,2,44.367345,1
39,490960,2,0.8390000000000001,1148.85,213586,6,1,21.663137000000003,1
40,388138,120,0.013000000000000001,102.31,213586,6,1,51.131882000000004,3
41,629187,1,0.08,640.0,213586,6,1,4.786729,1
42,545208,5,0.042,223.2,213586,6,1,13.39447,1
43,457087,10,0.634,2072.0,213577,4,1,23.596995,1
44,794701,1,0.054000000000000006,244.5,213587,6,3,5.731855,0
45,22750,1,0.63,800.0,213587,6,3,0.935358,0
46,819227,1,0.019,193.04,213587,6,3,1.849223,0
47,576635,1,0.51,812.91,213587,6,3,2.537691,0
48,784049,1,0.027000000000000003,29.2,213587,6,3,1.912428,0
49,794646,1,0.16,184.91,213587,6,3,2.0153320000000003,0
50,786278,1,0.059000000000000004,48.72,213587,6,3,1.134228,0
51,785230,1,0.019,193.04,213587,6,3,1.1397540000000002,0
52,204069,1,0.244,1164.24,213587,6,3,2.5013170000000002,0
53,740701,1,0.115,275.42,213587,6,3,2.463979,0
54,849655,1,0.038,392.0,213587,6,3,5.077819000000001,0
55,655884,6,0.593,7722.0,213587,3,4,15.993306,0
56,7953,1,0.05,484.34,213587,3,4,2.8818960000000002,0
57,605158,2,0.061,294.0,213587,3,4,1.8002310000000001,0
58,168933,1,0.217,376.65,213587,3,4,1.7867080000000002,0
59,313714,1,0.026000000000000002,57.06,213587,3,4,0.7955000000000001,0
60,725156,2,0.5,1375.41,213586,8,1,8.689123,1
61,596876,2,0.17,904.4,213586,8,1,16.107475,1
62,725157,2,0.57,1375.41,213586,8,1,11.923144,1
63,411581,1,3.03,8316.0,213586,8,1,5.893555,1
64,654124,2,0.13699999999999998,1287.0,213586,8,1,8.080639,1
65,57432,2,0.818,1416.14,213586,8,1,10.571363,1
66,728666,2,0.8029999999999999,1369.6,213586,8,1,11.047170000000001,1
67,711943,6,0.24100000000000002,1180.87,213586,5,4,41.538649,0
68,711949,6,0.24100000000000002,1180.87,213586,5,4,35.792433,0
69,715929,4,0.51,1951.0,213586,5,4,30.001084000000002,0
70,715940,3,0.24100000000000002,1180.87,213586,5,4,23.787532000000002,0
71,624012,40,0.02,89.28,213586,5,4,25.015715,3
72,556978,2,1.085,2498.83,213876,4,2,6.371307000000001,1
73,472781,1,0.21,866.52,213876,4,2,2.917997,1
74,704926,1,0.2,450.0,213876,4,2,1.431083,1
75,815286,1,0.006,28.35,213876,4,2,18.768004,1
76,456254,1,0.043,470.24,213876,4,2,3.74298,1
77,340943,1,0.03,251.9,213876,4,2,12.349271,1
78,520398,1,0.309,657.5,213876,4,2,10.604664000000001,1
79,729378,4,0.062,299.88,213876,4,2,9.914757,1
80,458671,1,0.28300000000000003,505.4,213876,4,2,8.583887,1
81,640695,1,0.087,204.75,213876,4,2,2.3267640000000003,1
82,919375,1,0.981,20592.52,213876,4,2,7.284524,1
83,812921,1,1.08,3693.75,213876,4,2,3.5033960000000004,1
84,811410,1,0.142,989.33,213876,4,2,3.8430920000000004,1
85,640692,1,0.023,252.0,213876,4,2,4.477580000000001,1
86,724895,1,0.040999999999999995,540.0,213876,4,2,1.8033480000000002,1
87,652323,2,1.251,2030.0,213876,4,2,9.256636,1
88,604072,1,0.304,1078.0,213876,4,2,3.661376,1
89,452622,1,0.127,294.29,213876,4,2,3.7316230000000004,1
90,358923,1,0.025,133.17,213876,4,2,9.830818,1
91,264912,2,0.028999999999999998,161.28,213876,4,2,8.754848,1
92,253176,1,0.179,476.0,213876,4,2,4.126854000000001,1
93,436832,1,0.095,176.26,213876,4,2,1.756402,1
94,94210,1,0.042,698.54,213876,4,2,5.7961800000000006,1
95,532115,2,0.027000000000000003,54.0,213876,4,2,4.497921000000001,1
96,521819,1,4.657,34713.64,213876,4,2,13.658305,4
97,660498,2,4.041,34400.0,213678,2,2,15.822011000000002,4
98,15652,4,0.8240000000000001,1446.34,213586,2,4,22.514726000000003,0
99,523129,15,1.06,2036.04,213586,1,4,133.22648,0
100,376448,5,0.065,555.0,213586,2,4,9.069123000000001,0
101,6962,6,0.154,1300.0,213586,1,4,17.086993,0
102,711425,7,1.358,2097.28,213586,3,4,45.450118,0
103,711425,9,1.358,2097.28,213586,2,4,48.10665,0
104,341442,6,1.063,1663.2,213586,3,4,58.273594,0
105,341442,14,1.063,1663.2,213586,4,4,61.847903,0
106,471605,3,0.218,255.6,213587,5,4,8.125787,0
107,847019,1,1.2,2575.0,213587,5,4,1.460488,0
108,309624,2,0.036000000000000004,2215.36,213587,5,4,5.082734,0
109,415339,1,0.34299999999999997,522.05,213587,5,4,2.765009,0
110,804946,2,0.336,740.08,213587,5,4,2.2741540000000002,0
111,337443,1,0.7979999999999999,1385.28,213587,5,4,1.3765610000000001,0
112,471604,4,0.218,255.6,213587,5,4,11.810213000000001,0
113,420675,4,0.222,259.03,213587,5,4,9.855489,0
114,594439,2,1.31,7209.4,213587,5,4,17.520429,0
115,577347,1,0.4,1265.0,213587,5,4,1.3648410000000002,0
116,608271,3,0.474,803.25,213587,5,4,8.325571,0
117,722738,36,0.23199999999999998,705.6,209547,4,1,33.198886,3
118,654250,1,1.9169999999999998,3089.36,210302,1,2,2.527575,1
119,464190,2,0.445,3563.56,210302,1,2,6.174902,1
120,381254,2,0.204,1231.92,210302,1,2,18.296784000000002,1
121,882599,1,0.033,693.13,210302,1,2,2.5216800000000004,1
122,45639,3,0.48,1430.0,210302,1,2,29.448808000000003,1
123,45640,4,0.094,337.5,210302,1,2,12.45939,1
124,15738,2,0.35700000000000004,1430.0,210302,1,2,12.506400000000001,1
125,594430,1,0.5670000000000001,4512.5,210302,1,2,3.448548,1
126,842619,1,1.381,3223.92,210302,1,2,2.193663,1
127,605349,1,5.706,43702.65,210302,1,2,23.905394,4
128,529861,1,1.258,2498.83,210302,1,2,4.725912,1
129,411654,1,0.16,2003.33,210302,1,2,1.5139770000000001,1
130,728696,1,1.845,3805.5,210302,1,2,3.889705,1
131,28171,5,1.28,14242.8,210298,3,2,46.390699000000005,1
132,440709,3,0.11900000000000001,227.8,210298,3,2,17.231545,1
133,652052,3,0.552,853.03,210298,3,2,17.20773,1
134,491836,3,0.13,338.18,210298,3,2,31.604069000000003,1
135,532096,3,0.287,435.13,210298,3,2,12.833799,1
136,603943,3,0.287,447.22,210298,3,2,15.709613000000001,1
137,294853,2,1.54,3900.0,210298,3,2,11.678715,1
138,612196,3,0.287,435.13,210298,3,2,13.617145,1
139,523984,2,0.127,989.33,210451,2,2,14.30409,1
140,328278,1,0.40299999999999997,802.75,210451,2,2,3.667809,1
141,158015,5,0.139,1930.5,210451,2,2,49.123492000000006,1
142,316646,1,0.10099999999999999,466.2,210451,2,2,2.3314220000000003,1
143,444950,2,0.21600000000000003,922.94,210451,2,2,8.995601,1
144,305597,2,0.7929999999999999,1730.61,210451,2,2,9.906977000000001,1
145,385509,4,0.8809999999999999,3207.88,210451,1,2,12.458127000000001,1
146,961845,1,1.976,41185.04,210451,2,2,6.028577,4
147,503358,5,1.6480000000000001,2760.47,210451,1,2,16.536359,1
148,713319,1,0.948,1881.6,210451,2,2,7.870102,1
149,126956,4,0.83,1898.26,210451,1,2,25.018301,1
150,522218,1,0.102,966.24,210451,2,2,1.947764,1
151,373786,1,0.18,577.2,210451,2,2,5.73683,1
152,169589,2,0.126,317.52,210451,2,2,9.951975000000001,1
153,238962,2,0.29600000000000004,484.7,210451,2,2,7.391733,1
154,713315,2,0.948,1881.6,210451,2,2,11.624812,1
155,860749,2,0.141,282.41,210451,2,2,10.017412,1
156,356207,1,0.54,991.44,210451,2,2,2.1800900000000003,1
157,94212,1,0.077,1023.44,210451,2,2,1.8619450000000002,1
158,654250,2,1.9169999999999998,3089.36,210451,1,2,11.300467000000001,1
159,381254,1,0.204,1231.92,210451,2,2,3.272018,1
160,536107,1,0.272,496.51,210451,2,2,1.775101,1
161,465415,1,0.408,744.8,210451,2,2,2.386361,1
162,499897,1,0.271,496.51,210451,2,2,2.386982,1
163,39152,1,0.325,2351.52,210451,1,2,9.498754,1
164,465419,1,0.408,744.8,210451,2,2,2.5287490000000004,1
165,440709,1,0.11900000000000001,227.8,210451,2,2,3.064204,1
166,321343,1,1.96,17081.4,210451,2,2,14.004397,4
167,15987,3,1.1059999999999999,1394.09,210451,2,2,50.972321,1
168,461923,6,1.011,1255.8,210362,3,2,10.036568,1
169,520770,1,1.714,2653.35,210362,4,2,3.285841,1
170,235542,2,0.578,699.84,210362,3,2,24.157422,1
171,969396,4,0.8009999999999999,1243.9,210362,4,2,44.190466,1
172,576443,2,2.138,5400.0,210362,3,2,11.048364000000001,1
173,571357,2,0.965,1794.52,210362,4,2,11.402044,1
174,476081,8,1.062,1225.49,210362,2,2,19.112791,1
175,466170,1,0.23,2625.0,210362,4,2,3.110701,1
176,596608,6,0.47700000000000004,1500.0,210362,4,2,9.831658000000001,1
177,351049,1,0.11,2071.88,210362,4,2,2.640292,1
178,722824,4,0.266,658.56,210362,4,2,14.163385000000002,1
179,46459,2,0.08,840.0,210362,4,2,11.415654,1
180,571358,2,0.965,1794.52,210362,4,2,12.395336,1
181,240442,1,0.337,423.28,210362,3,2,4.101244,1
182,715710,1,5.4270000000000005,47833.1,210362,3,2,18.290928,4
183,351375,1,0.28800000000000003,427.35,210362,4,2,3.4322220000000003,1
184,599265,2,1.034,1717.0,210362,2,2,11.23386,1
185,320510,1,0.836,1928.21,210362,4,2,4.217677,1
186,618256,1,6.64,41325.0,210362,2,2,12.506975,4
187,499775,10,0.35200000000000004,698.54,210416,3,2,23.12368,1
188,464190,2,0.445,3563.56,210416,4,2,9.418875,1
189,195861,1,0.226,683.76,210416,3,2,3.9168100000000003,1
190,168900,1,0.102,269.38,210416,4,2,3.7268920000000003,1
191,974445,4,0.6409999999999999,2617.25,210416,4,2,26.038525,1
192,582296,1,0.037000000000000005,470.24,210416,3,2,3.3300400000000003,1
193,514921,1,0.156,1102.5,210416,4,2,2.6786130000000004,1
194,390967,1,0.027000000000000003,230.7,210416,4,2,1.803603,1
195,609840,2,0.185,1984.5,210416,4,2,16.176763,1
196,590122,2,0.98,3201.71,210416,4,2,14.815464,1
197,282722,5,0.535,932.18,210416,4,2,10.928288,1
198,609852,1,0.155,1955.52,210416,4,2,5.264711,1
199,521817,2,4.3,35634.89,210416,3,2,31.412794,4
200,168933,1,0.217,376.65,210416,4,2,1.998193,1
201,120467,1,0.06,585.0,210416,4,2,5.097662000000001,1
202,167563,1,0.213,383.72,210416,4,2,2.5978660000000002,1
203,590129,1,0.997,2661.29,210416,4,2,3.098571,1
204,626427,23,0.023,103.32,210136,3,2,189.60077,3
205,12534,5,0.28300000000000003,473.01,210136,3,2,49.54540900000001,1
206,102695,10,0.168,339.68,210136,3,2,18.006059,1
207,45639,12,0.48,1430.0,210136,3,2,19.134322,1
208,264913,2,0.028999999999999998,161.28,210136,3,2,7.059901000000001,1
209,264913,10,0.028999999999999998,161.28,210136,2,2,25.191205,1
210,626427,1,0.023,103.32,210136,2,2,3.8105010000000004,1
211,36349,10,0.308,400.14,210136,2,2,41.783596,1
212,802682,3,2.662,30940.52,210136,2,2,14.245427000000001,4
213,125481,1,1.07,1646.88,210343,4,2,4.826389000000001,1
214,45779,2,1.018,8800.0,210343,4,2,6.541731,1
215,247199,1,0.573,1198.13,210343,4,2,2.793426,1
216,410944,1,1.2109999999999999,1951.6,210343,4,2,4.505558000000001,1
217,23668,1,0.092,633.75,210343,4,2,0.445886,1
218,235542,1,0.578,699.84,210343,4,2,7.949008,1
219,410943,1,1.2109999999999999,1951.6,210343,4,2,0.832492,1
220,406678,3,0.266,731.5,210343,4,2,11.486459,1
221,270929,2,0.27899999999999997,1720.4,210343,4,2,12.607147000000001,1
222,582718,1,0.035,260.98,210343,4,2,0.600284,1
223,476081,16,1.062,1225.49,210343,3,2,9.515851000000001,1
224,468721,1,0.204,472.5,210343,4,2,2.188187,1
225,137425,3,1.04,8574.8,210343,4,2,18.047163,1
226,225112,2,0.109,1064.0,210343,4,2,16.879839,1
227,4728,1,2.066,1737.68,210343,4,2,4.242932000000001,1
228,320360,1,0.982,6522.37,210343,4,2,2.038139,1
229,208569,1,0.131,392.76,209715,3,1,1.9195330000000002,1
230,240441,2,0.28800000000000003,427.35,209715,3,1,2.9464840000000003,1
231,969400,1,0.56,1014.3,209715,3,1,3.4271990000000003,1
232,852583,1,0.48,1062.5,209715,3,1,2.592044,1
233,588427,1,0.079,207.14,209715,3,1,2.033737,1
234,605158,1,0.061,294.0,209715,3,1,8.387426000000001,1
235,459277,1,0.44,734.55,209715,3,1,1.158998,1
236,240442,1,0.337,423.28,209715,3,1,2.6751850000000004,1
237,294763,1,0.54,836.4,209715,3,1,2.148238,1
238,588423,1,0.152,343.0,209715,3,1,2.4329810000000003,1
239,435586,1,0.034,423.2,209715,3,1,2.726103,1
240,463668,1,0.149,1478.59,209715,3,1,6.390144,1
241,605217,1,0.132,626.26,209715,3,1,2.717794,1
242,814908,1,0.466,726.64,209715,3,1,6.080605,1
243,458896,1,0.22899999999999998,346.32,209715,3,1,2.943865,1
244,455523,3,1.08,2275.9,209715,3,1,14.674826000000001,1
245,630874,1,0.12,748.0,209715,3,1,1.489861,1
246,46445,1,0.31,510.0,209715,3,1,2.2362130000000002,1
247,240442,1,0.337,423.28,209715,3,1,2.669461,1
248,629206,1,0.127,297.68,209715,3,1,6.410677000000001,1
249,408533,1,0.22,450.0,209715,3,1,5.329169,1
250,623752,1,0.017,122.4,209715,3,1,1.898292,1
251,469237,2,0.22899999999999998,346.32,209715,3,1,2.727672,1
252,341442,3,1.063,1663.2,209715,3,1,19.699515,1
253,6512,1,0.114,219.65,209941,1,1,2.725102,1
254,381254,1,0.204,1231.92,209941,1,1,1.5903450000000001,1
255,296104,1,0.025,1100.0,209941,1,1,3.588372,1
256,109763,1,0.045,1728.0,209941,1,1,5.4741040000000005,1
257,505899,1,0.58,997.15,209941,1,1,4.9600800000000005,1
258,506555,1,0.21899999999999997,677.47,209941,1,1,9.044566000000001,1
259,472794,8,0.57,1935.96,209941,1,1,29.378055000000003,1
260,548179,1,0.071,224.35,209941,1,1,2.883042,1
261,990387,1,1.247,2416.18,209941,1,1,1.203962,1
262,629206,1,0.127,297.68,210039,12,1,6.130454,1
263,397708,1,0.174,684.11,210039,12,1,1.321078,1
264,741805,1,0.302,750.75,210039,12,1,2.4796530000000003,1
265,384957,1,0.047,71.19,210039,12,1,0.8335950000000001,1
266,278911,2,0.051,175.0,210039,12,1,5.168475,1
267,658111,1,0.271,496.51,210039,12,1,1.63907,1
268,277784,1,0.037000000000000005,234.08,210039,12,1,1.3550600000000002,1
269,225112,1,0.109,1064.0,210039,12,1,4.37382,1
270,820725,1,0.5589999999999999,1093.37,210039,12,1,3.704965,1
271,279448,1,0.23,418.47,210039,12,1,1.046751,1
272,521666,1,0.075,199.5,210039,12,1,1.006829,1
273,748679,1,0.34700000000000003,498.4,210039,12,1,2.117613,1
274,278401,1,0.344,508.97,210039,12,1,1.379237,1
275,724887,1,0.132,782.0,210039,12,1,5.104329,1
276,46018,2,0.55,842.4,210039,12,1,4.570163,1
277,431331,1,0.221,387.07,210039,12,1,1.9425800000000002,1
278,386145,1,0.5820000000000001,930.92,210039,12,1,12.191494,1
279,304713,3,0.292,1720.4,210039,12,1,16.287737,1
280,798580,2,0.284,588.0,210039,12,1,13.048804,1
281,798581,1,0.336,570.02,210039,12,1,0.9427500000000001,1
282,349021,1,0.146,157.4,210039,12,1,2.140108,1
283,194182,1,0.301,2961.84,210039,12,1,2.921624,1
284,470489,1,0.183,439.43,210039,12,1,5.726977000000001,1
285,17978,1,0.214,656.25,210039,12,1,4.615476,1
286,423040,1,0.054000000000000006,554.0,210039,12,1,1.736987,1
287,1563,1,0.38,818.75,210039,12,1,2.56965,1
288,710807,2,0.11,280.5,210039,12,1,12.12256,1
289,979695,1,0.07200000000000001,412.97,210039,12,1,1.731184,1
290,464660,1,0.073,176.55,210039,12,1,2.658468,1
291,328409,1,0.258,414.4,210039,12,1,0.839261,1
292,557888,1,0.563,1271.09,210039,12,1,1.0930110000000002,1
293,622008,1,0.11900000000000001,900.0,213586,7,1,3.318079,1
294,467738,1,1.2990000000000002,10375.2,213586,7,1,4.320164,1
295,608151,1,0.006999999999999999,266.0,213586,7,1,7.622426000000001,1
296,528569,1,0.025,436.8,213586,7,1,4.391771,1
297,523710,1,0.8440000000000001,6663.03,213586,7,1,2.1915500000000003,1
298,472794,8,0.57,1935.96,213850,4,4,27.905078000000003,0
299,542071,10,0.5,1260.0,213850,4,4,48.370294,0
300,15314,1,0.018000000000000002,42.23,213850,4,4,4.98148,0
301,371206,1,0.556,846.0,213668,5,1,2.5287170000000003,1
302,22447,2,0.06,258.4,213668,5,1,4.940283,1
303,500244,6,0.311,526.85,213668,5,1,27.185361,1
304,532300,6,0.311,526.85,213668,5,1,25.403021000000003,1
305,535623,1,1.315,2401.88,213668,5,1,1.795598,1
306,476218,1,0.33299999999999996,481.19,213668,5,1,1.6245630000000002,1
307,377487,1,0.053,135.0,213668,5,1,1.9925570000000001,1
308,333395,1,0.311,651.2,213668,5,1,1.491513,1
309,569406,1,0.66,1143.09,213668,5,1,1.1044690000000001,1
310,718335,2,0.267,2251.13,213668,5,1,10.773316000000001,1
311,569405,1,0.675,1143.09,213668,5,1,5.148986000000001,1
312,500436,1,0.46,878.6,213668,5,1,1.6311170000000002,1
313,458186,1,0.14,693.0,213668,5,1,1.3027900000000001,1
314,504471,1,1.2,1337.7,213668,5,1,0.894938,1
315,607062,1,0.441,898.88,213668,5,1,1.8935780000000002,1
316,469441,1,0.355,1575.0,213668,5,1,2.2771600000000003,1
317,725230,2,0.514,972.0,213580,8,3,9.162518,0
318,466070,1,0.20800000000000002,2496.0,213956,4,2,2.631848,1
319,988650,1,1.445,12345.43,213956,4,2,7.226267000000001,1
320,521819,1,4.657,34713.64,213956,4,2,14.740547000000001,4
321,520230,1,0.38,1290.0,213956,4,2,4.133710000000001,1
322,815755,1,0.6890000000000001,4139.52,213956,4,2,3.3164830000000003,1
323,847019,1,1.2,2575.0,213956,4,2,4.671289000000001,1
324,522848,1,0.131,1584.0,213956,4,2,4.546648,1
325,465026,1,0.508,2200.0,213956,4,2,4.1019250000000005,1
326,491393,1,2.175,12602.4,213956,4,2,13.259879000000002,1
327,196822,1,0.049,452.4,213956,4,2,3.263275,1
328,382557,1,0.235,5382.0,213606,4,1,3.9614570000000002,1
329,526601,24,0.449,786.08,213606,4,1,98.43418600000001,3
330,450081,1,0.605,974.7,214305,2,4,3.7541010000000004,0
331,596478,1,0.325,344.1,214305,2,4,4.152402,0
332,468487,1,0.35100000000000003,877.49,214305,2,4,9.550846,0
333,480700,2,0.087,601.34,214305,2,4,6.591097,0
334,337443,1,0.7979999999999999,1385.28,214305,2,4,4.291171,0
335,978010,2,0.306,792.0,214305,2,4,6.2405550000000005,0
336,305597,1,0.7929999999999999,1730.61,214305,2,4,3.355713,0
337,250426,2,0.077,386.75,214305,2,4,5.440456,0
338,594438,3,1.14,6976.75,214305,2,4,24.662089,0
339,348795,2,0.034,185.25,214305,2,4,4.770206,0
340,611825,2,1.162,2420.09,213622,8,1,52.6332,1
341,611832,1,3.807,9115.47,213622,8,1,225.868905,4
342,10055,1,1.26,1505.0,213622,8,1,8.930062000000001,1
343,653431,1,1.527,3182.4,213622,8,1,14.361017,1
344,826607,1,0.287,459.17,213594,16,5,5.171387,2
345,521032,1,0.075,563.58,213594,16,5,2.573011,2
346,654269,3,0.026000000000000002,37.44,213594,16,5,7.663430000000001,2
347,294827,1,0.193,926.25,213594,16,5,4.176096,2
348,519751,1,0.054000000000000006,450.62,213594,16,5,1.7613660000000002,2
349,509553,1,0.036000000000000004,341.06,213594,16,5,1.903196,2
350,501075,3,0.040999999999999995,84.24,213594,16,5,10.043291,2
351,222566,1,0.213,528.37,213594,16,5,2.1523280000000002,2
352,367201,1,0.079,260.29,213594,16,5,2.76738,2
353,892007,1,0.287,459.17,213594,16,5,3.4726030000000003,2
354,466927,1,0.22,693.0,213594,16,5,3.577859,2
355,672982,2,0.09300000000000001,247.05,213594,16,5,14.951147,2
356,647049,3,0.040999999999999995,346.39,213594,16,5,18.58209,2
357,594429,1,0.179,216.0,213594,16,5,8.663659,2
358,144291,1,0.26,643.5,213594,16,5,8.879664,2
359,600165,1,0.05,46.23,213594,16,5,2.701538,2
360,521079,1,0.132,654.75,213594,16,5,1.5249540000000001,2
361,452961,3,0.084,187.2,213594,16,5,6.1969840000000005,2
362,630829,1,0.24100000000000002,1296.0,213591,6,5,10.909218000000001,0
363,640270,1,0.107,152.77,213591,6,5,6.081466000000001,0
364,356245,1,0.016,60.75,213591,6,5,6.114441,0
365,630896,1,0.18,322.56,213591,6,5,7.453001,0
366,999986,6,0.095,1045.0,213591,6,5,14.748130000000002,0
367,36349,1,0.308,400.14,213591,6,5,6.2828550000000005,0
368,472053,1,0.038,385.56,213591,6,5,4.630170000000001,0
369,640274,1,0.6,799.95,213591,6,5,6.089065000000001,0
370,535943,2,0.043,183.6,213591,6,5,11.024694,0
371,6978,1,0.12,864.0,210072,1,4,6.8960680000000005,0
372,244977,24,0.48,613.13,210072,1,4,40.686512,3
373,335908,1,1.38,2468.67,210072,1,4,3.710008,0
374,335910,2,1.32,2266.32,210072,2,4,14.932828,0
375,40016,2,0.21,2106.0,210072,1,4,15.1865,0
376,622217,3,1.015,3135.0,210072,1,4,29.165656000000002,0
377,42011,24,0.48,613.13,210072,2,4,46.598128,3
378,500527,24,0.46,613.13,210072,3,4,26.379868000000002,3
379,93277,24,0.46,613.13,210072,4,4,45.931425000000004,3
380,447725,1,0.114,750.0,210072,2,4,4.512918,0
381,721212,1,0.16399999999999998,828.0,210072,1,4,3.107774,0
382,256506,1,0.23399999999999999,445.55,210072,1,4,3.234811,0
383,335909,2,1.36,2266.32,210072,1,4,16.650187000000003,0
384,620614,32,0.217,539.0,210187,1,2,58.09012800000001,3
385,654250,2,1.9169999999999998,3089.36,210187,2,2,9.895569,1
386,802682,3,2.662,30940.52,210187,1,2,28.646032,4
387,315454,3,0.35,690.06,210187,2,2,11.999306,1
388,27192,1,0.019,208.0,210187,2,2,4.282773000000001,1
389,180452,1,0.08199999999999999,217.86,210187,2,2,2.806033,1
390,617916,5,0.996,13825.76,210187,2,2,5.561920000000001,1
391,302932,3,0.03,198.0,210187,2,2,16.522706,1
392,331511,1,0.836,2453.68,210187,2,2,1.126489,1
393,382557,2,0.235,5382.0,210187,2,2,7.712945,1
394,795874,24,0.11599999999999999,273.05,210187,1,2,44.661307,3
395,523607,1,0.031,134.78,210187,1,2,5.098492,1
396,234064,1,0.3,8300.0,210187,2,2,1.8873630000000001,1
397,298359,2,0.56,1217.16,210187,2,2,15.842176,1
398,716484,1,0.08800000000000001,267.58,210187,2,2,3.129251,1
399,462492,2,0.07200000000000001,1354.5,210187,1,2,10.731359000000001,1
400,997099,1,0.019,189.0,210187,2,2,3.3235930000000002,1
401,449889,1,0.287,395.56,210187,2,2,4.594147,1
402,713309,1,1.0070000000000001,2747.86,210187,2,2,1.6829420000000002,1
403,579402,20,0.017,120.0,210187,2,2,36.107154,3
404,718294,1,1.724,1884.16,210187,2,2,2.015787,1
405,416234,1,0.217,537.5,210187,2,2,10.171947000000001,1
406,298359,1,0.56,1217.16,210187,1,2,8.178939,1
407,819494,2,8.347000000000001,16521.36,209753,1,4,82.212253,4
408,819494,2,8.347000000000001,16521.36,209753,2,4,34.209765000000004,4
409,819494,2,8.347000000000001,16521.36,209753,3,4,35.102549,4
410,819494,2,8.347000000000001,16521.36,209753,4,4,6.746696,4
411,819494,2,8.347000000000001,16521.36,209753,5,4,48.830715000000005,4
412,819494,2,8.347000000000001,16521.36,209755,1,4,22.16937,4
413,819494,2,8.347000000000001,16521.36,209755,2,4,23.312856,4
414,819494,2,8.347000000000001,16521.36,209755,3,4,44.718088,4
415,819494,2,8.347000000000001,16521.36,209755,4,4,28.001389000000003,4
416,819494,2,8.347000000000001,16521.36,209755,5,4,35.601925,4
417,136492,1,1.38,13867.0,209704,9,1,13.335902,1
418,796591,1,0.8290000000000001,3182.93,209704,9,1,3.3873110000000004,1
419,15652,1,0.8240000000000001,1446.34,209704,9,1,5.529281,1
420,599018,2,0.75,980.1,209704,9,1,10.033194,1
421,452933,2,0.21899999999999997,677.47,209704,9,1,16.080725,1
422,10055,2,1.26,1505.0,209704,9,1,10.559516,1
423,378889,1,0.022000000000000002,191.25,209704,9,1,3.6564200000000002,1
424,384934,2,0.8240000000000001,980.1,209704,9,1,10.076031,1
425,594430,2,0.5670000000000001,4512.5,209871,9,1,16.422597,1
426,194182,2,0.301,2961.84,209871,9,1,11.25296,1
427,542071,4,0.5,1260.0,209871,9,1,16.782949000000002,1
428,633173,1,0.035,699.2,209871,9,1,4.376445,1
429,427039,1,0.052000000000000005,437.4,209871,9,1,3.974813,1
430,329084,20,0.032,63.75,209871,9,1,98.231555,3
431,357648,1,0.561,1756.19,209871,9,1,20.512237000000002,1
432,510232,10,0.29,2018.94,209977,3,2,16.747919,1
433,4106,2,0.8140000000000001,1442.43,209977,3,2,5.969740000000001,1
434,653431,1,1.527,3182.4,209977,3,2,3.2640070000000003,1
435,961845,3,1.976,41185.04,209977,3,2,54.866545,4
